1231283029953392647 ||||| Blame, Negative, Demoralizing Speech :: Yes || Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Dialect :: Middle East || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Yes
1241206765125079040 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1247538096771493899 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1241578966479261696 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1235631577603792897 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1235039995477381120 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1238486674054643713 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1240996741320790017 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1240051360768438274 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1241659337543745537 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1290098811411390464 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1246468749600993280 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1238713757016219648 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1252568030829314049 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1250407593308229633 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1256521879751397376 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1259033668498132993 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1270002416499425281 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1256209018118443009 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1249213627351085056 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1259586877591519237 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1252803337281343490 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1248241425566892032 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1275029204954943489 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1254679127346614272 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1274934787669667840 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1258910755677667334 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1265237088628244481 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1282393507613769728 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1274926418347143168 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1256542703191556097 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1260921505183076352 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1263371106121134080 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1250674396445978625 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1248147730444230657 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1285088664809345024 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1265040920350777352 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1262900048616194048 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1257954135586099200 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1275324616622383105 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1275679377141960706 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1274043065519480835 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1273143425542623233 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1256311719355232256 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1247559758154027011 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1298181843062317056 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1258090620922531840 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1270840216551657478 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Maybe
1261280903311101952 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261279044349411328 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261277725148536832 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261278061431083008 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261281245188837383 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261277936184971264 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261277729061822464 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261277622790692865 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261280977030131712 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261349951264772103 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261340615570325505 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261278115071918081 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261278041160011776 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261277939934662658 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261278035673845761 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261280505531695105 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261277463180648461 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261278717214629889 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261278025376837633 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261280221250097152 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261279587977306112 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261278834323849216 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261278250006974464 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261280375084666880 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261279369659645957 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261278636436488192 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261297762404106242 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261281856521109504 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261308409451855873 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261280663208177664 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261280044623724548 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1261279815019253760 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1243520622929600513 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1277947520900046848 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: Yes || Give Advice :: No || Rise Moral :: No || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: No
1251496287272345600 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: Yes || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1273129098647416834 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: Yes || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1243805125447225345 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: Yes || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1239996297681272834 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: Yes || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1240918079112130560 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: Yes || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1245740347822653446 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: Yes || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1237861527060983808 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: Yes || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1240057813675671560 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: Yes || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1240133228398329857 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: Yes || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1243598424223764482 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: Yes || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1246404388278632449 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: Yes || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1246501578221256708 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: Yes || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1257872462949298176 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: Yes || News or Opinion :: News || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1233144717501771783 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1233103250779492352 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1232707348873056257 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
